entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Metrobus del Bajo,Metrobus Del Bajo: Paradores - Etapa I,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El Metrobus del Bajo comprende un corredor vial de 4,8 kilometros sobre las Av. Leandro N. Alem y Av. Paseo Colon que une los Barrios de Retiro y La Boca. El proyecto se inserta dentro del Plan de Movilidad Sustentable en el cual contemplo el rediseño del espacio para darle prioridad al transporte publico, la promocion de la movilidad sustentable, el ordenamiento, la seguridad vial y la introduccion de tecnologi­as que permiten brindar informacion en tiempo real. Su puesta en funcionamiento redujo un 30 % el tiempo de viaje de las 30 li­neas de colectivos que prestan servicio a mas de 300.000 personas por di­a.","$ 229.538.623,00",1,montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",15/2/2017,15/7/2017,5,100,Riva S.A,2016,Licitacion Publica,1224-SIGAF/16,33504596309,350,SI,24.603.091-DGTMBR-2016,Desconocido
Acumar,Camino De Sirga II,Finalizada,Hidraulica E Infraestructura,Secretari­a de Transporte y Obras Publicas,"La segunda etapa del Camino de Sirga se centro en liberar y volver transitable y accesible el margen del Riachuelo entre las calles Vieytes y Av. Saenz. Se recupero para el uso publico en vi­as de cumplimentar con lo enunciado en el Plan Urbano Ambiental, donde se indican los rasgos fundamentales que deben desarrollar la Ciudad de Buenos Aires y los principales lineamientos para garantizar el alcance de dichos rasgos. Se propuso un parque lineal con un camino vehicular enfocado al transito recreativo de las personas, involucrando la construccion de un paseo ribereño, bicisendas, espacios verdes, alumbrado y equipamiento general.","$ 40.774.370,00",4,barracas,"ZAVALETA E IRIARTE, GRAL. AV.",8/1/2013,31/5/2017,52,100,Bricons S.A.I.C.F.I.,2012,Licitacion Publica,2278/2012,30541068151,23,NO,1.630.472/2012,Desconocido
Metrobus Norte,Metrobus Norte: Metrobus Cabildo II,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"La traza de la segunda etapa del Metrobus Norte comienza en Franklin Roosevelt, como continuacion del primer tramo y finaliza en Santos Dumont. Hay paradores en gran parte de la extension del corredor, a excepcion de las cuadras entre Juramento y Echeverri­a, La Pampa y Jose Hernandez, y Teodoro Garci­a y Federico Lacroze. En total, se trato de 5 estaciones, con 22 paradores. Es el septimo corredor de la red de metrobus CABA, que tiene una extension de 2.7 km y revitalizo los barrios de Belgrano, Colegiales y Palermo.","$ 139.861.846,00",13,belgrano,"CABILDO AV. Y PINO, VIRREY DEL",8/1/2016,31/5/2017,16,100,Bricons S.A.I.C.F.I.,2016,Licitacion Publica,294-SIGAF/16,30541068151,0,SI,10.508.702- MGEYA-DGTMBR-2016,Desconocido
Metrobus Norte,Metrobus Norte: Centro de Transbordo Paci­fico,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"Se ejecutaron paradores linderos a los carriles exclusivos para buses, que funcionan como punto de transbordo de pasajeros. Esta ubicado sobre la Av. Santa Fe entre las calles Carranza y Thames, con una extension de 1,1 km, 22 li­neas de colectivos con 375 servicios promedio por hora y cuenta con 11 paradores, mejorando la experiencia de viaje de mas de 120 mil personas todos los di­as.","$ 71.823.848,00",14,palermo,"SANTA FE AV. Y JUSTO, JUAN B. AV.",24/8/2016,24/11/2016,3,100,Construcciones Ingevial S.A.,2016,Licitacion Publica,447-SIGAF/16,30650833380,0,NO,12.403.925- MGEYA-DGTMBR-2016,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Balbi­n,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El Paso Bajo Nivel de Av. Balbi­n se extiende entre Estomba y Av. Goyeneche, pasando por debajo las vi­as del Ferrocarril Mitre ramal Mitre, a 300 metros de la estacion L. M. Saavedra del tren. Su tunel es doble mano, cuenta con cuatro carriles de circulacion, dos por sentido, con una altura libre de paso de 5,10 metros que lo hace apto para transito liviano y transporte de pasajeros.","$ 119.960.000,00",12,saavedra,"BALBIN, RICARDO, DR. AV. Y PLAZA",12/6/2016,2/8/2018,26,100,Eleprint - Construmex Ute,2014,Licitacion Publica,2013-01-0016-00,30714433896,130,SI,0,Desconocido
Centro De Exposiciones Y Convenciones,Centro de Exposiciones y Convenciones: Ampliacion red de agua y cloacas,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Dentro de las obras complementarias al Centro de Exposiciones y Convenciones, fue necesario adaptar y relocalizar las acometidas del suministro de servicios de agua potable y de desagi¼es cloacales en el predio donde se ubica.","$ 8.897.525,00",2,recoleta,"FIGUEROA ALCORTA, PRES. AV. 2051",14/10/2016,14/1/2017,3,100,"CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.",2016,Licitacion Publica,482-SIGAF/2016,30710393881,0,NO,16374108-DGOIYA-2016,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Nazca,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El Paso Bajo Nivel de Av. Nazca se extiende entre Pedro Lozano y Marcos Sastre, pasando por debajo las vi­as del ferrocarril San Marti­n, a 300 metros de la Estacion Villa del Parque del tren. Su tunel fue hecho doble mano, conto con cuatro carriles de circulacion, dos por sentido, con una altura libre de paso de 5,10 metros, que lo hace apto para transito liviano, pesado y transporte publico de pasajeros.","$ 174.350.000,00",11,villa del parque,NAZCA AV. Y MELINCUE,12/12/2016,15/11/2018,23,100,DYCASA SA - FONTANA NICASTRO SAC - UTE,2016,Licitacion Publica,2016-01-0004-00,30711029245,120,NO,0,Desconocido
Conservatorios e institutos arti­sticos,Conservatorio Manuel De Falla,Finalizada,Escuelas,Secretari­a de Transporte y Obras Publicas,"La obra del Conservatorio Manuel de Falla consto de la readecuacion de las instalaciones, la puesta en valor y la reparacion de la cubierta. fue iniciada originalmente por el ministerio de Cultura y transferida posteriormente al Ministerio de Desarrollo Urbano y Transporte.","$ 8.755.881,00",5,almagro,GALLO 238,3/10/2016,20/1/2018,15,100,Sunil S.A.,2016,Licitacion Publica,3028-SIGAF-2012,30516354247,7,NO,0,Desconocido
Metrobus del Bajo,Metrobus Del Bajo: Aceras - Etapa I,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"Se realizo la ejecucion y reconstruccion de las aceras, vados y superficies destinadas a vi­a publica de uso peatonal que integran la traza del Corredor Metrobus del Bajo (Etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la Ciudad Autonoma de Buenos Aires.","$ 40.185.440,00",1,montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",3/11/2016,6/6/2017,7,100,Miavasa S.A,2017,Licitacion Publica,124/SIGAF/2017,30677303863,0,NO,EX-2016- 23.454.011i¢ÂÂMGEYA-DGTMBR,Desconocido
Metrobus del Bajo,Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"La obra garantizo la separacion fi­sica de la obra de pavimentacion y los paradores del corredor Metrobus del Bajo, de los carriles transitables y minimizar asi­ el riesgo de siniestros en la vi­a publica. El objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.","$ 4.756.449,00",1,montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",1/2/2017,31/7/2017,5,100,Construcciones Ingevial S.A.,2017,Licitacion Privada de Obra Menor,85-SIGAF/16,30650833380,0,NO,23.464.219-DGTMBR-2016,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Av. San Marti­n,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El Paso Bajo Nivel San Marti­n posee una longitud de 370 metros que se extiende entre las calles Pareja y Asuncion. Cuenta con cuatro carriles, dos en cada sentido y su tunel presenta una altura de 5,10 metros, permitiendo la circulacion de vehi­culos pesados, livianos y los colectivos del Metrobus San Marti­n.","$ 111.988.844,00",11,villa devoto,SAN MARTIN AV. Y PAREJA,17/1/2014,21/10/2016,33,100,Fontana Nicastro S.A.C. Martinez Y De La Fuente S.A. Ute,2013,Licitacion Publica,2013-01-0005-00,33714340609,0,NO,0,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Constituyentes,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El Paso Bajo nivel Constituyentes se extiende entre la Av. Mosconi y Olazabal hasta la calle Jose L. Cabezon y Cullen. El paso vehicular bajo las vi­as del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de transito de 5,10 metros, permitiendo la circulacion de vehi­culos pesados y livianos.","$ 119.500.000,00",12,villa pueyrredon,DE LOS CONSTITUYENTES AV. 4950,22/1/2014,29/4/2016,27,100,Jose Chediack S.A.I.C.A.,2013,Licitacion Publica,2013-01-0001-00,30502256005,0,NO,0,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Beiro,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El Paso Bajo Nivel Beiro tuvo como caracteri­stica particular la presencia de caños de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del Club Comunicaciones y la Facultad de Agronomi­a. A rai­z de ese desplazamiento se definio un espacio de unos 25 m de ancho y de 500 m de largo que se proyecto como area verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.","$ 114.299.267,00",15,agronomi­a,"BEIRO, FRANCISCO AV. Y GUTENBERG",14/9/2014,19/6/2017,33,100,Benito Roggio - Esuco (Ute),2014,Licitacion Publica,2014-01-0003-00,30709479896,0,SI,0,Desconocido
Teatro Colon,Teatro Colon: Reparacion de arco de embocadura,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,Se realizo la reparacion y puesta en valor del arco de embocadura del Teatro Colon.,"$ 756.353,00",1,san nicolas,CERRITO 628,15/1/2015,1/1/2016,12,100,Rol Ingenieria S.A,2015,556/2010,Desconocido,30578447659,0,NO,0,Desconocido
Casa Trans,Casa Trans,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"La obra consistio en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construccion de nuevos baños, un vestuario, una sala de espera, dos consultorios para atencion psicologica, sala de extraccion de sangre para diagnostico preventivo y las oficinas administrativas de la asociacion de travestis, transexuales y transgeneros de la argentina.","$ 3.935.114,00",3,san cristobal,JUJUY AV. 1341,8/2/2017,26/6/2017,4,100,CONSTRUCTORA PREMART SRL,2016,Licitacion Privada,79-SIGAF-2016,30709331031,16,NO,0,Desconocido
Oficinas Publicas,Edificio Hipolito Yrigoyen y Edificio Finochietto: adecuacion,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Se realizo la readecuacion y relocalizacion de los inmuebles Finochietto e Yrigoyen que albergan al Instituto de la Vivienda de la Ciudad y la Direccion General de Registros de Obras y Catastros en el Barrio de Barracas, a la Direccion General de Administracion de Infracciones en el Barrio de Balvanera, respectivamente.","$ 59.761.171,00",3,balvanera,"YRIGOYEN, HIPOLITO 2346",29/10/2015,31/8/2016,10,100,Vidogar Construcciones S.A,2015,Licitacion Publica,943-SIGAF--2015,30553433564,8,NO,0,Desconocido
Sistema Pluvial La Boca  Barracas,Estacion de Bombeo Nº5,Finalizada,Hidraulica E Infraestructura,Secretari­a de Transporte y Obras Publicas,"El Sistema Pluvial Boca-Barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios mas bajos de la Ciudad (Boca y Barracas), fundamentalmente a rai­z del fenomeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la Ciudad. La Estacion de Bombeo 5 en la etapa final de ejecucion del sistema conto con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desagi¼e, limpiarrejas, dos estaciones transformadoras de alta tension, y un sistema de colectores pluviales.","$ 145.125.053,00",4,barracas,REGIMIENTO DE PATRICIOS AV. Y BRANDSEN,1/8/2013,15/6/2017,46,100,Mercovial -Sabavisa UTE,2013,Desconocida,Desconocido,30687237346,24,NO,0,Desconocido
Teatro Colon,Teatro Colon: Instituto Superior de Arte - Adecuacion del edificio Corrientes 1681,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,Se realizo la puesta en valor del Instituto Superior de Arte del Teatro Colon.,"$ 15.203.243,00",1,san nicolas,CORRIENTES AV. 1681,29/12/2016,30/5/2017,5,100,INGECONS S.A.,2016,Licitacion Publica, 875-SIGAF-2016,30683399333,17,NO,0,Desconocido
Area Ambiental Central,Area Ambiental Central: Calle Peru I,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"El proyecto incluyo el tramo entre Av. Belgrano y Av. Roca, y consistio en la unificacion de los niveles de acera, calzada y la preservacion del cordon de granito existente. Se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desagi¼e pluvial, se incorporo equipamiento urbano y se rediseño el alumbrado publico.","$ 2.462.636,00",1,montserrat,"BELGRANO AV. Y ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",21/3/2016,18/7/2016,4,100,Naku Construcciones S.R.L,2016,Licitacion Privada de Obra Menor,17/2015,30575292174,8,NO,0,Desconocido
Area Ambiental Central,Area Ambiental Central: Calle Peru II,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"La obra se extendio sobre la calle Peru desde Av. Belgrano hasta Av. Independencia. Se implemento la nivelacion de cruces peatonales en ambos sentidos mejorando la accesibilidad y el transito peatonal. Ademas, se contemplo la renovacion de luminarias y equipamiento urbano.","$ 9.133.269,00",1,montserrat,PERU Y MEXICO,16/8/2016,29/12/2016,4,100,Instalectro S.A.,2016,Licitacion Publica,361-SIGAF-2016,33661628729,11,NO,0,Desconocido
Donado Holmberg,Centro de Gestion y Participacion - Comuna 12,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"La nueva sede de la Comuna 12, ubicada en la calle Holmberg en Villa Urquiza, es la sede de la zona que integra a los Barrios de Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredon. El edificio tiene tres pisos y permite realizar tramites de manera mas comoda y rapida. Opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesoreri­a, mediacion comunitaria e intermediacion laboral.","$ 36.725.502,00",12,villa urquiza,HOLMBERG 2548,28/10/2013,17/4/2017,42,100,Conorvial S.A,2013,Licitacion Publica,2590/2012,33504596309,65,NO,1956273/2012,Desconocido
Acumar,Camino De Sirga III,Finalizada,Hidraulica E Infraestructura,Secretari­a de Transporte y Obras Publicas,"El proyecto contempla la recuperacion de la tenencia de los predios linderos al Riachuelo, la limpieza y adecuacion de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. El camino se ejecuta en granitullo sobre losa de hormigon, excepto donde existe previamente un pavimento en buen estado de conservacion que amerito su conservacion.","$ 94.995.724,00",4,barracas,"ZAVALETA E IRIARTE, GRAL. AV.",10/8/2017,29/1/2021,34,100,Urbaser Argentina S.A - Ceob Sa Ute,2017,Licitacion Publica,671- SIGAF/17,30714682489,0,SI,4440817-DGOINFU-2017,Desconocido
Area Ambiental Central,Area Ambiental Central: Calle Tacuari­,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,El proyecto consto de la nivelacion de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliacion de ambas veredas en forma asimetrica. Incluyo el tramo que va desde Av. de Mayo a Av. Belgrano.,"$ 19.981.404,00",1,montserrat,"TACUARI Y ALSINA, ADOLFO",13/10/2016,15/8/2017,10,100,Dal Construcciones S.A,2016,Licitacion Publica,423-SIGAF/16,30604370171,28,NO,0,Desconocido
Teatro San Marti­n,Teatro San Marti­n: Renovacion de Instalaciones y Tecnologi­a.,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Se realizo la recuperacion y adecuacion tecnologica de los ambitos principales del teatro y sus areas complementarias y de servicios, incluyendo las salas Marti­n Coronado, Casacuberta y Lugones, los halls, camarines, nucleos sanitarios, circulaciones verticales y horizontales y demas sectores de apoyo.","$ 160.977.932,00",1,san nicolas,CORRIENTES AV. 1530,25/8/2014,28/2/2018,42,100,Bricons S.A.I.C.F.I. - Grupo Farallon S.A. (Ute),2014,Licitacion Publica,254-SIGAF-14,30714527351,250,NO,0,Desconocido
Comisari­as,Comisari­a vecinal 1-E,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"El proyecto contemplo la construccion de un edificio en planta baja con tecnologi­a modular y construccion en seco, ademas, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisari­a. Asimismo, se promovio la recuperacion funcional y social de un predio urbano sin uso actual en un sitio estrategico mejorando las condiciones de seguridad en el area.","$ 1.276.501,00",4,la boca,DON PEDRO DE MENDOZA AV. Y GUALEGUAY,11/1/2016,28/2/2017,13,100,Ecosan S.A,2016,Licitacion Publica,874-SIGAF/16,30707696849,0,NO,0,Desconocido
Oficinas Publicas,Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Polici­a Cienti­fica,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"La obra a ejecutar contemplo la construccion de un edificio en dos plantas junto a la recuperacion y puesta en funcion del entorno del predio a traves de un tratamiento paisaji­stico, calles perimetrales y peatonales. La edificacion se realizo en sistema estructural modular conformado por piezas de hormigon armado prefabricado, tabiqueri­a en seco y carpinteri­a de aluminio de alta prestacion e instalaciones de alta complejidad.","$ 62.590.455,00",4,parque patricios,MIRAVE Y LUNA,30/12/2016,30/9/2017,9,100,Ecosan S.A,2016,Licitacion Publica,1074-SIGAF/16,30707696849,80,NO,0,Desconocido
Teatro Colon,Teatro Colon: Plano corta fuego,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,Se realizaron obras complementarias a la puesta en valor del Teatro Colon.,"$ 6.353.999,00",1,san nicolas,CERRITO 628,7/2/2017,2/10/2018,20,100,Rol Ingenieria S.A,2016,Licitacion Publica,1126/SIGAF/2016,30578447659,5,NO,0,Desconocido
Teatro Colon,Teatro Colon: Completamiento del 4° Piso,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Se realizo el mejoramiento de instalaciones y servicios, complementarias a la puesta en valor del Teatro Colon.","$ 17.176.125,00",1,san nicolas,CERRITO 628,7/2/2017,30/11/2017,9,100,Rol Ingenieria S.A,2016,Licitacion Publica,1123-SIGAF-2016,30578447659,8,NO,0,Desconocido
